item_id,incident_id,incident_name,state,start_year,report_date,target_date,target_personnel,baseline_persistence,day_of_run,run_length
alloc-2018_9139464_ROOSEVELT-2018-09-26,2018_9139464_ROOSEVELT,Roosevelt,WY,2018,2018-09-26,2018-09-27,318.0,336.0,10,20
alloc-2018_9139464_ROOSEVELT-2018-09-29,2018_9139464_ROOSEVELT,Roosevelt,WY,2018,2018-09-29,2018-09-30,301.0,321.0,13,20
alloc-2018_9139464_ROOSEVELT-2018-10-02,2018_9139464_ROOSEVELT,Roosevelt,WY,2018,2018-10-02,2018-10-03,88.0,122.0,16,20
alloc-2018_9139464_ROOSEVELT-2018-10-05,2018_9139464_ROOSEVELT,Roosevelt,WY,2018,2018-10-05,2018-10-06,14.0,15.0,19,20
alloc-2018_9144638_MILES-2018-08-10,2018_9144638_MILES,MILES,OR,2018,2018-08-10,2018-08-11,717.0,709.0,4,20
alloc-2018_9144638_MILES-2018-08-13,2018_9144638_MILES,MILES,OR,2018,2018-08-13,2018-08-14,527.0,724.0,7,20
alloc-2018_9144638_MILES-2018-08-16,2018_9144638_MILES,MILES,OR,2018,2018-08-16,2018-08-17,495.0,542.0,10,20
alloc-2018_9144638_MILES-2018-08-19,2018_9144638_MILES,MILES,OR,2018,2018-08-19,2018-08-20,333.0,358.0,13,20
alloc-2018_9144638_MILES-2018-08-22,2018_9144638_MILES,MILES,OR,2018,2018-08-22,2018-08-23,329.0,257.0,16,20
alloc-2018_9144638_MILES-2018-08-25,2018_9144638_MILES,MILES,OR,2018,2018-08-25,2018-08-26,138.0,188.0,19,20
alloc-2018_9144638_MILES-2018-08-31,2018_9144638_MILES,MILES,OR,2018,2018-08-31,2018-09-01,120.0,140.0,4,34
alloc-2018_9144638_MILES-2018-09-05,2018_9144638_MILES,MILES,OR,2018,2018-09-05,2018-09-06,150.0,150.0,9,34
alloc-2018_9144638_MILES-2018-09-11,2018_9144638_MILES,MILES,OR,2018,2018-09-11,2018-09-12,119.0,120.0,15,34
alloc-2018_9144638_MILES-2018-09-17,2018_9144638_MILES,MILES,OR,2018,2018-09-17,2018-09-18,75.0,89.0,21,34
alloc-2018_9144638_MILES-2018-09-23,2018_9144638_MILES,MILES,OR,2018,2018-09-23,2018-09-24,65.0,76.0,27,34
alloc-2018_9144638_MILES-2018-09-29,2018_9144638_MILES,MILES,OR,2018,2018-09-29,2018-09-30,59.0,59.0,33,34
alloc-2018_9147328_GARNER COMPLEX-2018-07-20,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-07-20,2018-07-21,1498.0,1137.0,4,23
alloc-2018_9147328_GARNER COMPLEX-2018-07-23,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-07-23,2018-07-24,1200.0,1107.0,7,23
alloc-2018_9147328_GARNER COMPLEX-2018-07-27,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-07-27,2018-07-28,1305.0,1264.0,11,23
alloc-2018_9147328_GARNER COMPLEX-2018-07-30,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-07-30,2018-07-31,1160.0,950.0,14,23
alloc-2018_9147328_GARNER COMPLEX-2018-08-03,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-08-03,2018-08-04,473.0,448.0,18,23
alloc-2018_9147328_GARNER COMPLEX-2018-08-07,2018_9147328_GARNER COMPLEX,GARNER COMPLEX,OR,2018,2018-08-07,2018-08-08,244.0,312.0,22,23
alloc-2018_9148736_COVE CREEK-2018-07-21,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-07-21,2018-07-22,95.0,79.0,4,19
alloc-2018_9148736_COVE CREEK-2018-07-23,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-07-23,2018-07-24,129.0,103.0,6,19
alloc-2018_9148736_COVE CREEK-2018-07-26,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-07-26,2018-07-27,137.0,129.0,9,19
alloc-2018_9148736_COVE CREEK-2018-07-29,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-07-29,2018-07-30,113.0,134.0,12,19
alloc-2018_9148736_COVE CREEK-2018-08-01,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-08-01,2018-08-02,93.0,106.0,15,19
alloc-2018_9148736_COVE CREEK-2018-08-04,2018_9148736_COVE CREEK,Cove Creek,UT,2018,2018-08-04,2018-08-05,66.0,76.0,18,19
alloc-2018_9149784_TIMBER CRATER 6-2018-07-22,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-07-22,2018-07-23,349.0,328.0,4,22
alloc-2018_9149784_TIMBER CRATER 6-2018-07-25,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-07-25,2018-07-26,394.0,373.0,7,22
alloc-2018_9149784_TIMBER CRATER 6-2018-07-28,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-07-28,2018-07-29,220.0,324.0,10,22
alloc-2018_9149784_TIMBER CRATER 6-2018-08-01,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-08-01,2018-08-02,103.0,146.0,14,22
alloc-2018_9149784_TIMBER CRATER 6-2018-08-04,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-08-04,2018-08-05,63.0,63.0,17,22
alloc-2018_9149784_TIMBER CRATER 6-2018-08-08,2018_9149784_TIMBER CRATER 6,Timber Crater 6,OR,2018,2018-08-08,2018-08-09,40.0,40.0,21,22
alloc-2018_9153287_KIWAH-2018-08-05,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-05,2018-08-06,35.0,23.0,4,10
alloc-2018_9153287_KIWAH-2018-08-06,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-06,2018-08-07,39.0,35.0,5,10
alloc-2018_9153287_KIWAH-2018-08-07,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-07,2018-08-08,38.0,39.0,6,10
alloc-2018_9153287_KIWAH-2018-08-08,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-08,2018-08-09,38.0,38.0,7,10
alloc-2018_9153287_KIWAH-2018-08-09,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-09,2018-08-10,38.0,38.0,8,10
alloc-2018_9153287_KIWAH-2018-08-10,2018_9153287_KIWAH,Kiwah,ID,2018,2018-08-10,2018-08-11,38.0,38.0,9,10
alloc-2018_9155839_WILLOW CREEK-2018-06-13,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-13,2018-06-14,80.0,80.0,4,12
alloc-2018_9155839_WILLOW CREEK-2018-06-14,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-14,2018-06-15,80.0,80.0,5,12
alloc-2018_9155839_WILLOW CREEK-2018-06-15,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-15,2018-06-16,79.0,80.0,6,12
alloc-2018_9155839_WILLOW CREEK-2018-06-17,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-17,2018-06-18,79.0,79.0,8,12
alloc-2018_9155839_WILLOW CREEK-2018-06-18,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-18,2018-06-19,79.0,79.0,9,12
alloc-2018_9155839_WILLOW CREEK-2018-06-20,2018_9155839_WILLOW CREEK,Willow Creek,UT,2018,2018-06-20,2018-06-21,18.0,44.0,11,12
alloc-2018_9156339_TRAIL MOUNTAIN-2018-06-10,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-06-10,2018-06-11,136.0,135.0,4,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-06-15,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-06-15,2018-06-16,212.0,228.0,9,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-06-20,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-06-20,2018-06-21,151.0,181.0,14,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-06-25,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-06-25,2018-06-26,223.0,166.0,19,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-06-30,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-06-30,2018-07-01,126.0,159.0,24,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-05,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-05,2018-07-06,86.0,89.0,29,30
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-11,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-11,2018-07-12,50.0,62.0,4,22
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-14,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-14,2018-07-15,41.0,54.0,7,22
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-17,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-17,2018-07-18,25.0,22.0,10,22
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-21,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-21,2018-07-22,11.0,11.0,14,22
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-24,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-24,2018-07-25,2.0,2.0,17,22
alloc-2018_9156339_TRAIL MOUNTAIN-2018-07-28,2018_9156339_TRAIL MOUNTAIN,Trail Mountain,UT,2018,2018-07-28,2018-07-29,3.0,9.0,21,22
alloc-2018_9158055_PINE RIDGE-2018-05-29,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-05-29,2018-05-30,42.0,52.0,4,18
alloc-2018_9158055_PINE RIDGE-2018-05-31,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-05-31,2018-06-01,41.0,41.0,6,18
alloc-2018_9158055_PINE RIDGE-2018-06-03,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-06-03,2018-06-04,3.0,4.0,9,18
alloc-2018_9158055_PINE RIDGE-2018-06-05,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-06-05,2018-06-06,4.0,2.0,11,18
alloc-2018_9158055_PINE RIDGE-2018-06-08,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-06-08,2018-06-09,2.0,2.0,14,18
alloc-2018_9158055_PINE RIDGE-2018-06-11,2018_9158055_PINE RIDGE,PINE RIDGE,UT,2018,2018-06-11,2018-06-12,2.0,2.0,17,18
alloc-2018_9158416_TENMILE-2018-08-04,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-04,2018-08-05,127.0,110.0,4,27
alloc-2018_9158416_TENMILE-2018-08-08,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-08,2018-08-09,146.0,153.0,8,27
alloc-2018_9158416_TENMILE-2018-08-12,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-12,2018-08-13,69.0,74.0,12,27
alloc-2018_9158416_TENMILE-2018-08-17,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-17,2018-08-18,54.0,43.0,17,27
alloc-2018_9158416_TENMILE-2018-08-21,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-21,2018-08-22,38.0,35.0,21,27
alloc-2018_9158416_TENMILE-2018-08-26,2018_9158416_TENMILE,Tenmile,MT,2018,2018-08-26,2018-08-27,13.0,46.0,26,27
alloc-2018_9159692_COLUMBUS-2018-08-10,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-10,2018-08-11,246.0,246.0,4,18
alloc-2018_9159692_COLUMBUS-2018-08-12,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-12,2018-08-13,110.0,109.0,6,18
alloc-2018_9159692_COLUMBUS-2018-08-15,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-15,2018-08-16,152.0,152.0,9,18
alloc-2018_9159692_COLUMBUS-2018-08-17,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-17,2018-08-18,128.0,132.0,11,18
alloc-2018_9159692_COLUMBUS-2018-08-20,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-20,2018-08-21,98.0,98.0,14,18
alloc-2018_9159692_COLUMBUS-2018-08-23,2018_9159692_COLUMBUS,Columbus,OR,2018,2018-08-23,2018-08-24,98.0,98.0,17,18
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-26,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-26,2018-07-27,13.0,13.0,4,10
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-27,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-27,2018-07-28,13.0,13.0,5,10
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-28,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-28,2018-07-29,13.0,13.0,6,10
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-29,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-29,2018-07-30,13.0,13.0,7,10
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-30,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-30,2018-07-31,13.0,13.0,8,10
alloc-2018_9160509_CEMETERY 0701 RS-2018-07-31,2018_9160509_CEMETERY 0701 RS,CEMETERY 0701 RS,OR,2018,2018-07-31,2018-08-01,7.0,13.0,9,10
alloc-2018_9160942_KLONDIKE-2018-07-22,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-07-22,2018-07-23,31.0,21.0,4,24
alloc-2018_9160942_KLONDIKE-2018-07-25,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-07-25,2018-07-26,160.0,117.0,7,24
alloc-2018_9160942_KLONDIKE-2018-07-29,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-07-29,2018-07-30,219.0,252.0,11,24
alloc-2018_9160942_KLONDIKE-2018-08-02,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-08-02,2018-08-03,315.0,275.0,15,24
alloc-2018_9160942_KLONDIKE-2018-08-06,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-08-06,2018-08-07,310.0,310.0,19,24
alloc-2018_9160942_KLONDIKE-2018-08-10,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-08-10,2018-08-11,237.0,211.0,23,24
alloc-2018_9160942_KLONDIKE-2018-08-17,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-08-17,2018-08-18,278.0,282.0,4,54
alloc-2018_9160942_KLONDIKE-2018-08-26,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-08-26,2018-08-27,511.0,373.0,13,54
alloc-2018_9160942_KLONDIKE-2018-09-05,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-09-05,2018-09-06,523.0,562.0,23,54
alloc-2018_9160942_KLONDIKE-2018-09-15,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-09-15,2018-09-16,268.0,282.0,33,54
alloc-2018_9160942_KLONDIKE-2018-09-25,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-09-25,2018-09-26,294.0,274.0,43,54
alloc-2018_9160942_KLONDIKE-2018-10-05,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-05,2018-10-06,289.0,311.0,53,54
alloc-2018_9160942_KLONDIKE-2018-10-11,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-11,2018-10-12,114.0,218.0,4,27
alloc-2018_9160942_KLONDIKE-2018-10-15,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-15,2018-10-16,212.0,197.0,8,27
alloc-2018_9160942_KLONDIKE-2018-10-19,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-19,2018-10-20,431.0,377.0,12,27
alloc-2018_9160942_KLONDIKE-2018-10-24,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-24,2018-10-25,244.0,304.0,17,27
alloc-2018_9160942_KLONDIKE-2018-10-28,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-10-28,2018-10-29,93.0,95.0,21,27
alloc-2018_9160942_KLONDIKE-2018-11-02,2018_9160942_KLONDIKE,Klondike,OR,2018,2018-11-02,2018-11-03,65.0,66.0,26,27
alloc-2018_9165215_GOSHUTE CAVE-2018-08-26,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-08-26,2018-08-27,102.0,73.0,4,18
alloc-2018_9165215_GOSHUTE CAVE-2018-08-28,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-08-28,2018-08-29,125.0,102.0,6,18
alloc-2018_9165215_GOSHUTE CAVE-2018-08-31,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-08-31,2018-09-01,161.0,134.0,9,18
alloc-2018_9165215_GOSHUTE CAVE-2018-09-02,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-09-02,2018-09-03,144.0,125.0,11,18
alloc-2018_9165215_GOSHUTE CAVE-2018-09-05,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-09-05,2018-09-06,97.0,103.0,14,18
alloc-2018_9165215_GOSHUTE CAVE-2018-09-08,2018_9165215_GOSHUTE CAVE,Goshute Cave,NV,2018,2018-09-08,2018-09-09,35.0,39.0,17,18
alloc-2018_9167730_TERWILLIGER-2018-08-22,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-08-22,2018-08-23,164.0,108.0,4,49
alloc-2018_9167730_TERWILLIGER-2018-08-30,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-08-30,2018-08-31,267.0,222.0,12,49
alloc-2018_9167730_TERWILLIGER-2018-09-08,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-09-08,2018-09-09,238.0,261.0,21,49
alloc-2018_9167730_TERWILLIGER-2018-09-17,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-09-17,2018-09-18,107.0,132.0,30,49
alloc-2018_9167730_TERWILLIGER-2018-09-26,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-09-26,2018-09-27,94.0,97.0,39,49
alloc-2018_9167730_TERWILLIGER-2018-10-05,2018_9167730_TERWILLIGER,Terwilliger,OR,2018,2018-10-05,2018-10-06,100.0,54.0,48,49
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-21,2018_9169705_SUBSTATION 0730 RN,SUBSTATION,OR,2018,2018-07-21,2018-07-22,59.0,89.0,4,10
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-22,2018_9169705_SUBSTATION 0730 RN,SUBSTATION,OR,2018,2018-07-22,2018-07-23,27.0,59.0,5,10
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-23,2018_9169705_SUBSTATION 0730 RN,SUBSTATION,OR,2018,2018-07-23,2018-07-24,27.0,27.0,6,10
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-24,2018_9169705_SUBSTATION 0730 RN,SUBSTATION 0730 RN,OR,2018,2018-07-24,2018-07-25,27.0,27.0,7,10
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-25,2018_9169705_SUBSTATION 0730 RN,SUBSTATION 0730 RN,OR,2018,2018-07-25,2018-07-26,27.0,27.0,8,10
alloc-2018_9169705_SUBSTATION 0730 RN-2018-07-26,2018_9169705_SUBSTATION 0730 RN,SUBSTATION 0730 RN,OR,2018,2018-07-26,2018-07-27,27.0,27.0,9,10
alloc-2018_9170991_ROUND TOP-2018-07-24,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-07-24,2018-07-25,100.0,120.0,4,26
alloc-2018_9170991_ROUND TOP-2018-07-28,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-07-28,2018-07-29,53.0,75.0,8,26
alloc-2018_9170991_ROUND TOP-2018-08-01,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-08-01,2018-08-02,8.0,11.0,12,26
alloc-2018_9170991_ROUND TOP-2018-08-05,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-08-05,2018-08-06,9.0,9.0,16,26
alloc-2018_9170991_ROUND TOP-2018-08-09,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-08-09,2018-08-10,9.0,9.0,20,26
alloc-2018_9170991_ROUND TOP-2018-08-14,2018_9170991_ROUND TOP,Round Top,OR,2018,2018-08-14,2018-08-15,8.0,8.0,25,26
alloc-2018_9171315_TAYLOR CREEK-2018-08-03,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-03,2018-08-04,595.0,792.0,4,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-04,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-04,2018-08-05,504.0,595.0,5,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-05,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-05,2018-08-06,507.0,504.0,6,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-07,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-07,2018-08-08,485.0,486.0,8,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-08,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-08,2018-08-09,501.0,485.0,9,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-10,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-10,2018-08-11,516.0,528.0,11,12
alloc-2018_9171315_TAYLOR CREEK-2018-08-17,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-17,2018-08-18,271.0,301.0,4,21
alloc-2018_9171315_TAYLOR CREEK-2018-08-20,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-20,2018-08-21,209.0,260.0,7,21
alloc-2018_9171315_TAYLOR CREEK-2018-08-23,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-23,2018-08-24,184.0,198.0,10,21
alloc-2018_9171315_TAYLOR CREEK-2018-08-26,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-26,2018-08-27,85.0,173.0,13,21
alloc-2018_9171315_TAYLOR CREEK-2018-08-29,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-08-29,2018-08-30,43.0,36.0,16,21
alloc-2018_9171315_TAYLOR CREEK-2018-09-02,2018_9171315_TAYLOR CREEK,Taylor Creek,OR,2018,2018-09-02,2018-09-03,23.0,26.0,20,21
alloc-2018_9173113_INDIAN VALLEY-2018-07-23,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-07-23,2018-07-24,112.0,91.0,4,17
alloc-2018_9173113_INDIAN VALLEY-2018-07-25,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-07-25,2018-07-26,120.0,117.0,6,17
alloc-2018_9173113_INDIAN VALLEY-2018-07-27,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-07-27,2018-07-28,125.0,123.0,8,17
alloc-2018_9173113_INDIAN VALLEY-2018-07-30,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-07-30,2018-07-31,114.0,114.0,11,17
alloc-2018_9173113_INDIAN VALLEY-2018-08-01,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-08-01,2018-08-02,8.0,114.0,13,17
alloc-2018_9173113_INDIAN VALLEY-2018-08-04,2018_9173113_INDIAN VALLEY,INDIAN VALLEY,CO,2018,2018-08-04,2018-08-05,3.0,3.0,16,17
alloc-2018_9173663_GOODVIEW-2018-07-25,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-07-25,2018-07-26,153.0,171.0,4,13
alloc-2018_9173663_GOODVIEW-2018-07-26,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-07-26,2018-07-27,119.0,153.0,5,13
alloc-2018_9173663_GOODVIEW-2018-07-28,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-07-28,2018-07-29,118.0,114.0,7,13
alloc-2018_9173663_GOODVIEW-2018-07-29,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-07-29,2018-07-30,107.0,118.0,8,13
alloc-2018_9173663_GOODVIEW-2018-07-31,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-07-31,2018-08-01,103.0,106.0,10,13
alloc-2018_9173663_GOODVIEW-2018-08-02,2018_9173663_GOODVIEW,Goodview,OR,2018,2018-08-02,2018-08-03,128.0,106.0,12,13
alloc-2018_9173980_WEST GUARD-2018-07-26,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-07-26,2018-07-27,41.0,41.0,4,20
alloc-2018_9173980_WEST GUARD-2018-07-29,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-07-29,2018-07-30,44.0,47.0,7,20
alloc-2018_9173980_WEST GUARD-2018-08-01,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-08-01,2018-08-02,3.0,78.0,10,20
alloc-2018_9173980_WEST GUARD-2018-08-04,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-08-04,2018-08-05,3.0,3.0,13,20
alloc-2018_9173980_WEST GUARD-2018-08-07,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-08-07,2018-08-08,3.0,3.0,16,20
alloc-2018_9173980_WEST GUARD-2018-08-10,2018_9173980_WEST GUARD,West Guard,CO,2018,2018-08-10,2018-08-11,3.0,3.0,19,20
alloc-2018_9174860_KELLAR-2018-05-28,2018_9174860_KELLAR,Kellar,NM,2018,2018-05-28,2018-05-29,124.0,121.0,4,13
alloc-2018_9174860_KELLAR-2018-05-29,2018_9174860_KELLAR,Kellar,NM,2018,2018-05-29,2018-05-30,124.0,124.0,5,13
alloc-2018_9174860_KELLAR-2018-05-31,2018_9174860_KELLAR,Kellar,NM,2018,2018-05-31,2018-06-01,124.0,124.0,7,13
alloc-2018_9174860_KELLAR-2018-06-01,2018_9174860_KELLAR,Kellar,NM,2018,2018-06-01,2018-06-02,91.0,124.0,8,13
alloc-2018_9174860_KELLAR-2018-06-03,2018_9174860_KELLAR,Kellar,NM,2018,2018-06-03,2018-06-04,42.0,82.0,10,13
alloc-2018_9174860_KELLAR-2018-06-05,2018_9174860_KELLAR,Kellar,NM,2018,2018-06-05,2018-06-06,22.0,42.0,12,13
alloc-2018_9175471_WAPITI-2018-08-28,2018_9175471_WAPITI,WAPITI,ID,2018,2018-08-28,2018-08-29,167.0,152.0,4,13
alloc-2018_9175471_WAPITI-2018-08-29,2018_9175471_WAPITI,WAPITI,ID,2018,2018-08-29,2018-08-30,170.0,167.0,5,13
alloc-2018_9175471_WAPITI-2018-08-31,2018_9175471_WAPITI,WAPITI,ID,2018,2018-08-31,2018-09-01,142.0,133.0,7,13
alloc-2018_9175471_WAPITI-2018-09-01,2018_9175471_WAPITI,WAPITI,ID,2018,2018-09-01,2018-09-02,108.0,142.0,8,13
alloc-2018_9175471_WAPITI-2018-09-03,2018_9175471_WAPITI,WAPITI,ID,2018,2018-09-03,2018-09-04,20.0,43.0,10,13
alloc-2018_9175471_WAPITI-2018-09-05,2018_9175471_WAPITI,WAPITI,ID,2018,2018-09-05,2018-09-06,11.0,20.0,12,13
alloc-2018_9176040_BUZZARD-2018-05-25,2018_9176040_BUZZARD,Buzzard,NM,2018,2018-05-25,2018-05-26,173.0,161.0,4,28
alloc-2018_9176040_BUZZARD-2018-05-29,2018_9176040_BUZZARD,Buzzard,NM,2018,2018-05-29,2018-05-30,180.0,173.0,8,28
alloc-2018_9176040_BUZZARD-2018-06-03,2018_9176040_BUZZARD,Buzzard,NM,2018,2018-06-03,2018-06-04,183.0,194.0,13,28
